0,,1,,2,,3,,4,
331.9739058,-326.1763729,492.6667401,-369.60694,392.7813004,-257.1551175,349.30117,-328.0596746,448.274114,-212.6020351
333.5738022,-326.3700201,492.667684,-368.087221,391.428247,-256.388407,349.6393756,-329.5913673,446.795236,-213.190133
335.1734979,-326.5653423,492.4374543,-366.5849247,390.1127524,-255.5588974,349.9043544,-331.1374179,445.3325189,-213.8173034
336.776137,-326.7347735,492.1495565,-365.0928162,388.8350275,-254.6722855,350.118069,-332.6914128,443.8739454,-214.4541033
338.3832131,-326.8548974,491.9513287,-363.5862935,387.5797177,-253.7541987,350.3288171,-334.2458102,442.4250982,-215.1127391
339.993514,-326.9187909,491.9218666,-362.0669962,386.3231545,-252.8378605,350.5930378,-335.7919688,441.0027048,-215.826682
341.6048864,-326.9450374,492.0617553,-360.5537827,385.0486221,-251.9467177,350.9456945,-337.3203764,439.6278092,-216.6282578
343.2162136,-326.9733256,492.3169951,-359.0557086,383.7618961,-251.0731864,351.376462,-338.8287022,438.3168251,-217.5305538
344.8261202,-327.0461897,492.6205502,-357.5667147,382.5009812,-250.162633,351.8282996,-340.3308707,437.0664557,-218.5151798
346.4314474,-327.1878206,492.9259796,-356.0781035,381.3445703,-249.1226286,352.2219175,-341.8492367,435.836383,-219.5252212
348.0298024,-327.3938608,493.2191548,-354.5870199,380.419926,-247.8722795,352.4973286,-343.3933781,434.5483625,-220.4603125
349.6227572,-327.6381456,493.5094204,-353.0953715,379.8848854,-246.412275,352.6564814,-344.9539193,433.1254539,-221.1731982
351.2144863,-327.8902363,493.8118288,-351.60614,379.8616567,-244.857535,352.7836156,-346.5175253,431.5654015,-221.487012
352.8079015,-328.1314571,494.1341465,-350.1210875,380.3595879,-243.3843816,353.0252041,-348.0674474,429.9905395,-221.2596071
354.4031518,-328.3602493,494.4750118,-348.6401818,381.2620937,-242.1176991,353.5325154,-349.551586,428.6093439,-220.4694812
355.9988639,-328.5857785,494.829443,-347.1624648,382.3963203,-241.0533055,354.3911851,-350.8640374,427.5966447,-219.2418583
357.5938985,-328.8160484,495.1933011,-345.6870414,383.6139329,-240.0857937,355.5796863,-351.8874876,426.9858071,-217.7720237
359.1885442,-329.0490193,495.5617283,-344.2127513,384.8198741,-239.1039209,356.9918126,-352.5704438,426.6634365,-216.2132772
360.7845978,-329.2721298,495.9240056,-342.7369344,385.9701659,-238.057263,358.5088735,-352.9699248,426.4570412,-214.6352244
362.3838799,-329.4707222,496.2620024,-341.2553727,387.0668499,-236.9545308,360.0570097,-353.2229887,426.2300513,-213.0600403
363.9862746,-329.6424142,496.5570286,-339.7646686,388.1383487,-235.8273596,361.6052481,-353.474459,425.9230749,-211.4984004
365.5888583,-329.8126169,496.8017694,-338.2648791,389.2083265,-234.6987412,363.1364758,-353.8146227,425.5394868,-209.9537837
367.1836862,-330.0448033,497.0061911,-336.759055,390.2774562,-233.569299,364.640902,-354.2588097,425.1034327,-208.4231685
368.7467461,-330.4374924,497.1864439,-335.2501629,391.3272598,-232.4218906,366.1245815,-354.768007,424.6193438,-206.9070368
370.2158254,-331.099979,497.3373366,-333.7380176,392.3351126,-231.2374743,367.6044347,-355.2881068,424.050819,-205.4204658
371.4747217,-332.1059196,497.4048293,-332.2197746,393.2872157,-230.0077824,369.0928515,-355.7831888,423.3260447,-204.0035122
372.3735257,-333.4433274,497.282506,-330.7050369,394.1818269,-228.7356461,370.5906779,-356.2490798,422.368298,-202.7324646
372.7920273,-334.9994044,496.8489926,-329.2487324,395.0217521,-227.4267591,372.0912244,-356.7061127,421.1399192,-201.7206786
372.7082878,-336.6087053,496.0377751,-327.964075,395.8026546,-226.0818202,373.5858202,-357.1822345,419.6775638,-201.0929799
372.2173603,-338.143801,494.8891569,-326.9694122,396.5058971,-224.6946947,375.0655568,-357.7027233,418.0938624,-200.9368398
371.4861579,-339.5801662,493.5265798,-326.2963384,397.0996883,-223.2573186,376.5184231,-358.2941251,416.535381,-201.259031
370.6890976,-340.9808543,492.0738116,-325.8496931,397.546643,-221.7677411,377.9217838,-358.9949953,415.1166846,-201.9803526
369.9693847,-342.4226882,490.6039827,-325.4640481,397.813526,-220.2356262,379.2319672,-359.8575531,413.872911,-202.9734642
369.4222093,-343.9384619,489.1563529,-325.0022356,397.8791132,-218.6818215,380.3772324,-360.9293454,412.7621821,-204.1133802
369.0856023,-345.5144838,487.7551306,-324.4141027,397.7378085,-217.1330626,381.2661591,-362.2216253,411.708833,-205.3064288
368.9461201,-347.1200341,486.39963,-323.7270542,397.3991846,-215.6151819,381.8189806,-363.6894658,410.6489858,-206.4936943
368.9627355,-348.7315387,485.0663668,-322.9979116,396.885278,-214.1473484,382.0076475,-365.2466359,409.5498335,-207.6446872
369.0961346,-350.337588,483.7336295,-322.2678063,396.2272491,-212.7382183,381.8742808,-366.8096064,408.4035546,-208.7487626
369.328364,-351.9323482,482.3987426,-321.5415873,395.4617865,-211.3844337,381.5124791,-368.3359869,407.2123667,-209.8042281
369.6664163,-353.5080692,481.075033,-320.79523,394.6269043,-210.0723212,381.0273255,-369.8276964,405.9777399,-210.808533
370.1320687,-355.0508908,479.7797547,-320.0005776,393.7570248,-208.7831506,380.5014521,-371.3055103,404.697608,-211.7541469
370.7456991,-356.5410464,478.5230381,-319.1462168,392.8778718,-207.5002917,379.9808042,-372.7851832,403.3689199,-212.6302219
371.513582,-357.9579041,477.3030555,-318.2401631,392.0024246,-206.2148992,379.4798489,-374.2716434,401.9906984,-213.4261058
372.4250671,-359.2869507,476.1108988,-317.2978062,391.1298576,-204.9275461,378.9999381,-375.7650295,400.5647353,-214.1329012
373.4591269,-360.5230363,474.9409588,-316.3280025,390.248974,-203.6458709,378.5498248,-377.2676747,399.0946852,-214.742718
374.5940774,-361.667182,473.7967086,-315.3280232,389.3453995,-202.3800951,378.1570561,-378.7863216,397.5857726,-215.2487692
375.8139718,-362.7202857,472.6855511,-314.2914219,388.4093216,-201.1381647,377.8657024,-380.3276257,396.0455346,-215.6494718
377.1090437,-363.6794223,471.6034165,-313.2245354,387.4403127,-199.9217503,377.7238456,-381.8897808,394.4837426,-215.9556256
378.4719478,-364.5394443,470.5169137,-312.161984,386.4478551,-198.724386,377.7685625,-383.4577259,392.9103235,-216.1950319
379.8939094,-365.2978512,469.36045,-311.1760041,385.448279,-197.5329584,378.0164089,-385.0066157,391.3331757,-216.4084569
381.3639941,-365.958172,468.0665175,-310.3791901,384.4590849,-196.332905,378.4635338,-386.5101441,389.7580472,-216.636201
382.8713826,-366.5282224,466.6216114,-309.909096,383.4906943,-195.1160077,379.0932335,-387.9468093,388.1888412,-216.9017112
384.4080221,-367.0139335,465.1025023,-309.8791197,382.5360509,-193.8882762,379.8848861,-389.3009916,386.6258542,-217.2017491
385.9692786,-367.4134948,463.6473197,-310.3164526,381.5622172,-192.6756646,380.8193608,-390.5608608,385.0642616,-217.5089649
387.5520664,-367.7167045,462.3717595,-311.1424837,380.5132283,-191.5274549,381.8797972,-391.7167056,383.4969,-217.7851638
389.1519251,-367.9105841,461.2993773,-312.2193958,379.3321359,-190.515759,383.0497018,-392.7616088,381.9196582,-217.9977714
390.7616507,-367.987586,460.3653839,-313.4181879,377.9952804,-189.7213813,384.311242,-393.6938239,380.3337314,-218.1310231
392.372798,-367.9505383,459.4786724,-314.6522554,376.5316348,-189.1960674,385.6456518,-394.5183684,378.7431903,-218.1868504
393.9782908,-367.8106404,458.5766833,-315.8752285,375.0020419,-188.9146688,387.0357012,-395.2452064,377.151702,-218.1768789
395.5732616,-367.5798907,457.6352302,-317.0681052,373.4548277,-188.7548774,388.468602,-395.8834274,375.5614835,-218.1125908
397.1534139,-367.2631978,456.6470829,-318.2226031,371.9160364,-188.5294183,389.9374146,-396.4339929,373.973882,-218.0010481
398.7124853,-366.8551959,455.5995225,-319.3234874,370.4340975,-188.0583924,391.4396499,-396.8854517,372.3897065,-217.8483787
400.2405853,-366.3432731,454.4690928,-320.3390666,369.1086745,-187.2452252,392.9730554,-397.2158554,370.8085954,-217.6666552
401.7244137,-365.7144688,453.2343109,-321.2247783,368.0460679,-186.1097964,394.5307397,-397.4005103,369.2284394,-217.4768008
403.1496019,-364.9621526,451.8922537,-321.9375501,367.2860491,-184.752875,396.0991964,-397.421287,367.6464394,-217.3030559
404.5043741,-364.0893741,450.4626903,-322.4528922,366.7769403,-183.2832457,397.6606519,-397.2717172,366.0612567,-217.1612619
405.7827673,-363.1081126,448.977321,-322.773771,366.4162676,-181.7704246,399.1969678,-396.9550764,364.4737023,-217.048951
406.9855923,-362.0355523,447.4653828,-322.9265495,366.1117589,-180.245345,400.6913789,-396.4783624,362.8855441,-216.9455448
408.118326,-360.8892148,445.9459212,-322.9495624,365.814893,-178.7187407,402.1278347,-395.8482082,361.2986395,-216.824561
409.1867473,-359.6827122,444.4277824,-322.8821697,365.5159807,-177.1925377,403.4909956,-395.072144,359.7145892,-216.6706146
410.1926004,-358.4235741,442.9133585,-322.7564845,365.2170395,-175.6663442,404.7691371,-394.1628307,358.1334088,-216.4894584
411.1319058,-357.1140455,441.402893,-322.5898385,364.9033316,-174.1430938,405.9581275,-393.1396838,356.5527832,-216.3035821
411.9973041,-355.7545483,439.8980685,-322.3781611,364.5275552,-172.6339254,407.0616369,-392.0248713,354.9701134,-216.1360761
412.7835733,-354.347805,438.4050477,-322.0949819,364.0127661,-171.1663557,408.0850169,-390.8360774,353.3849691,-215.9937688
413.4933613,-352.9009595,436.9373976,-321.7009889,363.2745787,-169.7975364,409.0262841,-389.5812651,351.7989695,-215.8612707
414.1395497,-351.4246077,435.5164928,-321.1622811,362.257501,-168.6211413,409.8707829,-388.2593944,350.2146452,-215.7101867
414.7424846,-349.9300705,434.1654384,-320.466667,360.9697958,-167.7493548,410.5934322,-386.8671796,348.6348287,-215.5176516
415.3236674,-348.4269436,432.8992225,-319.6264306,359.4913947,-167.2670953,411.1672394,-385.4073109,347.0606548,-215.2833281
415.8997043,-346.9218381,431.7211547,-318.6664991,357.9383886,-167.1850015,411.5726788,-383.8920174,345.4882207,-215.0374701
416.4796377,-345.4182291,430.6302197,-317.6085958,356.402274,-167.4285258,411.8018724,-382.3402468,343.908953,-214.840095
417.0661569,-343.9171767,429.6316371,-316.4631224,354.9117017,-167.8724973,411.8557458,-380.7725661,342.3187456,-214.7747108
417.6588443,-342.4185491,428.7399743,-315.2326058,353.4458277,-168.3919537,411.7385888,-379.2083473,340.7354535,-214.9362502
418.2569489,-340.9220754,427.972123,-313.9212607,351.9749572,-168.8970333,411.4566062,-377.6653109,339.2156066,-215.408205
418.8601392,-339.4276444,427.3364514,-312.5409773,350.4853124,-169.3437924,411.022906,-376.1578724,337.8525604,-216.2295359
419.467384,-337.9348562,426.8276004,-311.109069,348.9780019,-169.7267674,410.4650945,-374.6918031,336.742072,-217.3694197
420.0754762,-336.4424127,426.4311592,-309.6420578,347.4598188,-170.0640593,409.8291667,-373.2578653,335.9275211,-218.7366902
420.6789148,-334.9480817,426.1331191,-308.1519414,345.93884,-170.3885475,409.1766981,-371.8313762,335.3655915,-220.2258394
421.2717965,-333.4495317,425.9255481,-306.6465576,344.4264587,-170.7511475,408.5770904,-370.3818975,334.9447497,-221.7607746
421.8507492,-331.9455452,425.8056336,-305.1316689,342.9457513,-171.2269108,408.0978797,-368.8883044,334.5431973,-223.3007549
422.4168828,-330.4366857,425.7727852,-303.6123928,341.5466509,-171.9060004,407.7955734,-367.3491232,334.0819701,-224.8239438
422.9750964,-328.9248785,425.8298017,-302.0938274,340.3182568,-172.8595957,407.7102668,-365.7828453,333.5420708,-226.3211011
423.5308584,-327.4121687,425.988324,-300.5824787,339.3749206,-174.0958111,407.8664421,-364.2220323,332.947161,-227.7972604
424.0865882,-325.8994468,426.2720916,-299.0895758,338.8067105,-175.5433525,408.2775592,-362.7082618,332.3335503,-229.2657281
424.6403448,-324.3860014,426.7109163,-297.634708,338.6258174,-177.0880004,408.9481416,-361.2902391,331.7276559,-230.7373974
425.1879841,-322.8703324,427.325523,-296.244955,338.7554725,-178.6379017,409.8696097,-360.0208659,331.138712,-232.2159355
425.7273587,-321.3517023,428.1129112,-294.9452519,339.0698796,-180.1610566,411.0138841,-358.9479976,330.5636614,-233.6999317
426.2613875,-319.8311832,429.0438745,-293.7441613,339.4491497,-181.6692815,412.3337873,-358.100445,329.9959719,-235.1867588
426.7973093,-318.3113312,430.0747726,-292.6276562,339.8140984,-183.1810372,413.7742686,-357.4794843,329.4315418,-236.6748264
427.342158,-316.7946574,431.1645999,-291.5686185,340.1328221,-184.7032296,415.2873295,-357.0656688,328.8702473,-238.1640797
427.8976277,-315.2818397,432.2877233,-290.5449654,340.4064968,-186.2341632,416.8394492,-356.8387166,328.3152308,-239.6556841
428.4584242,-313.770988,433.4384378,-289.5524196,340.6478571,-187.7705194,418.4075064,-356.7966529,327.7714535,-241.151422
429.0158658,-312.2588971,434.6266184,-288.6050554,340.8665454,-189.3102655,419.9675431,-356.960315,327.2432189,-242.6527186
429.5645509,-310.7436065,435.8664879,-287.7264443,341.0673585,-190.8524442,421.4845558,-357.3591235,326.7306071,-244.159422
430.1071466,-309.2261224,437.1653629,-286.9376733,341.2563988,-192.3961124,422.9132807,-358.006479,326.2268476,-245.66911
430.652842,-307.7097528,438.5196537,-286.2483516,341.4453328,-193.9397937,424.2151244,-358.8814773,325.7195885,-247.177624
431.2091714,-306.1972542,439.9188148,-285.6553641,341.6475486,-195.4817863,425.3818312,-359.9299947,325.1966978,-248.6807888
431.772357,-304.6872878,441.3518335,-285.1496555,341.8673743,-197.021368,426.4462684,-361.0822239,324.6532739,-250.1766549
432.3238208,-303.1729996,442.8110966,-284.725592,342.0882211,-198.5608191,427.4694782,-362.2711722,324.094897,-251.6670065
432.8380707,-301.6456922,444.2922494,-284.3858094,342.2648185,-200.1059972,428.5132787,-363.4420439,323.5346658,-253.1566603
433.3018082,-300.1023054,445.7915498,-284.1381342,342.3218293,-201.6602043,429.6180916,-364.5555314,322.985836,-254.6505497
433.7378694,-298.5508138,447.3035812,-283.986477,342.1616332,-203.2071533,430.797869,-365.5892808,322.4544353,-256.150729
434.2210324,-297.013257,448.8217866,-283.9207895,341.6878833,-204.6883598,432.0493397,-366.5349863,321.9358709,-257.6553961
434.8694134,-295.5377912,450.3413924,-283.9107637,340.8477891,-205.9968961,433.3652329,-367.3887841,321.4170966,-259.1599899
435.8012087,-294.2229956,451.8610319,-283.9047715,339.6735877,-207.0162074,434.7427787,-368.1390658,320.8828928,-260.6591721
437.0665923,-293.2253399,453.3789778,-283.8326215,338.2790066,-207.7043766,436.1836793,-368.7590189,320.3228983,-262.1489123
438.5943612,-292.7132568,454.8824062,-283.6111226,336.7939783,-208.1680254,437.6864044,-369.2087822,319.7361057,-263.6283045
440.2043051,-292.780383,456.3319411,-283.1549055,335.3144858,-208.6479712,439.2367123,-369.4474296,319.1311272,-265.1003553
441.6978653,-293.385539,457.6490067,-282.3969664,333.9534104,-209.3995427,440.805282,-369.4497148,318.5225305,-266.5709124
442.9693,-294.3760692,458.7189786,-281.3180257,332.8979001,-210.5411011,442.3566729,-369.2180236,317.9249871,-268.0459933
444.049842,-295.5719831,459.4209374,-279.9703995,332.3309883,-211.9889061,443.8632221,-368.7811333,317.3475939,-269.5290776
445.0550083,-296.8316504,459.6772988,-278.4726754,332.2943172,-213.543698,445.3120987,-368.1800304,316.7906132,-271.0199501
446.0940388,-298.0634619,459.4934599,-276.9642433,332.6553436,-215.0567974,446.7004707,-367.4499823,316.245995,-272.5153835
447.2186026,-299.2177954,458.9562697,-275.5426477,333.2012695,-216.5131366,448.0248209,-366.6093688,315.7014283,-274.0108344
448.4284497,-300.2824482,458.1921283,-274.2290088,333.7495523,-217.9683238,449.2737707,-365.6603546,315.145995,-275.5022822
449.7014219,-301.2707469,457.3186419,-272.9854894,334.2025356,-219.4560707,450.4289171,-364.5991742,314.5747716,-276.9877549
451.0169626,-302.201618,456.4181609,-271.7614199,334.5520929,-220.9715227,451.4723402,-363.4279605,313.9903708,-278.4680942
452.3643586,-303.0857479,455.5330242,-270.5261904,334.8468181,-222.4985498,452.395331,-362.1596539,313.4009644,-279.9464473
453.7401907,-303.9249386,454.6731578,-269.2732294,335.1432216,-224.0252253,453.2014633,-360.8140353,312.8159312,-281.4265353
455.14268,-304.7187814,453.8312921,-268.008108,335.4715703,-225.545365,453.9009958,-359.4100437,312.2412992,-282.9106926
456.5690831,-305.4688109,452.9989059,-266.73673,335.8289316,-227.0589561,454.500394,-357.960472,311.677278,-284.3989157
458.0175269,-306.1753413,452.1745795,-265.4601108,336.1902888,-228.5715954,454.9938157,-356.4714881,311.1191962,-285.8893759
459.4901652,-306.8299589,451.3626929,-264.1755465,336.5230102,-230.0907859,455.3609219,-354.9464442,310.5612146,-287.3798732
460.9934785,-307.4106762,450.5672294,-262.8807478,336.7972393,-231.6216111,455.571498,-353.3920472,310.0003408,-288.8692849
462.533818,-307.8844899,449.7868564,-261.5767965,336.9928674,-233.1644471,455.5951464,-351.823642,309.437977,-290.3581348
464.1107476,-308.2167627,449.014485,-260.2680898,337.1054604,-234.7155597,455.4128134,-350.2656944,308.8779431,-291.8478621
465.7137561,-308.3825465,448.240531,-258.9603194,337.1498287,-236.2701326,455.0250844,-348.745776,308.3224569,-293.3392913
467.3253001,-308.3735984,447.4569551,-257.6582919,337.156881,-237.8253233,454.4520775,-347.2855697,307.769118,-294.8315193
468.9272074,-308.1973242,446.6598544,-256.3644998,337.1618227,-239.3805097,453.723975,-345.8961729,307.2113969,-296.3221142
470.5049874,-307.8690017,445.8503055,-255.0784595,337.1882228,-240.9354788,452.8676125,-344.5819463,306.6426442,-297.8085339
472.0475666,-307.4024933,445.0340862,-253.7966416,337.2370872,-242.4899158,451.8975035,-343.3492984,306.0608906,-299.2899148
473.5441626,-306.8046883,444.2204342,-252.5131927,337.288352,-244.0442737,450.8168629,-342.2123266,305.4709208,-300.7680437
474.9815958,-306.0760333,443.4194822,-251.2217821,337.3146331,-245.5992424,449.6274481,-341.1897154,304.8819977,-302.2465887
476.3444164,-305.2158845,442.6385266,-249.9181824,337.2990125,-247.1543573,448.3402265,-340.2933238,304.3026729,-303.72892
477.6182656,-304.2287436,441.8786164,-248.6022015,337.2459236,-248.7086564,446.9782655,-339.5151265,303.7360917,-305.2161699
478.7945527,-303.1271502,441.1337335,-247.2776555,337.1786083,-250.2624019,445.5712062,-338.8217612,303.1788576,-306.7069478
479.872942,-301.9295468,440.3937629,-245.9503604,337.1251495,-251.8166752,444.1486683,-338.1607463,302.6240808,-308.1986409
480.8591447,-300.6549545,439.6497662,-244.6253188,337.1018074,-253.371695,442.7386755,-337.4733971,302.0662846,-309.6892076
481.7589254,-299.3179532,438.8981046,-243.3046091,337.1032255,-254.9268997,441.3705388,-336.7061134,301.5046559,-311.178335
482.5720507,-297.9265503,438.1407922,-241.9871313,337.1042757,-256.4821038,440.07871,-335.8163395,300.9426362,-312.6673147
483.2897285,-296.4836005,437.3823952,-240.6702782,337.0711449,-258.0369462,438.9052502,-334.7754285,300.3846686,-314.1578172
483.8966297,-294.9906762,436.6261879,-239.3521662,336.9742471,-259.589118,437.8994422,-333.571754,299.8327538,-315.6505718
484.3760138,-293.4520613,435.8723403,-238.0327031,336.7954034,-261.1339994,437.1136551,-332.2141784,299.2851845,-317.1449262
484.7150696,-291.8765638,435.1189209,-236.7129956,336.5259354,-262.6656805,436.5965129,-330.7332848,298.7379301,-318.6393956
484.9076639,-290.2765417,434.3641753,-235.3940462,336.1580718,-264.1767563,436.3863143,-329.178836,298.187211,-320.1325917
484.9532533,-288.665612,433.6078433,-234.0760057,335.6759312,-265.6553465,436.5068296,-327.6148762,297.6312804,-321.6238554
484.853049,-287.0571548,432.8506634,-232.7584521,335.0523919,-267.0800856,436.9647183,-326.1146058,297.070512,-323.1133068
484.6062255,-285.4645945,432.093125,-231.4411046,334.2550524,-268.4153332,437.7465357,-324.7547526,296.5063749,-324.6014855
484.2090002,-283.9027472,431.3350959,-230.1240395,333.2597985,-269.6103368,438.815641,-323.6069615,295.9404526,-326.0889862
483.6577556,-282.3883947,430.576851,-228.8070986,332.0657679,-270.6067255,440.1128755,-322.7251465,295.3740891,-327.576319
482.9547683,-280.9382449,429.8205787,-227.4890236,330.7028361,-271.3556558,441.5651672,-322.1324288,294.808375,-329.0638988
482.1128963,-279.5640546,429.0711717,-226.167033,329.2247718,-271.8392545,443.1012896,-321.8148305,294.2439745,-330.5519776
481.1554827,-278.2676973,428.3361271,-224.8370028,327.6891872,-272.0855719,444.6674414,-321.7267785,293.6808381,-332.0405353
480.1103526,-277.0409548,427.6253826,-223.4938294,326.1361037,-272.1677061,446.2340501,-321.8061914,293.1183615,-333.5293423
479.0002097,-275.8727224,426.9517044,-222.1316868,324.580983,-272.1865521,447.7917637,-321.9907523,292.5563021,-335.0183069
477.8336472,-274.7608168,426.3310464,-220.7445835,323.0269117,-272.2454189,449.3424359,-322.2272592,291.9959142,-336.5079016
476.6016805,-273.7218344,425.7814709,-219.3278166,321.4823359,-272.4266036,450.8919107,-322.4715037,291.4402683,-337.9992715
475.2843338,-272.7935217,425.3198677,-217.8799993,319.9672676,-272.7775353,452.4462993,-322.682256,290.8932318,-339.4938206
473.8668259,-272.0268958,424.9575951,-216.4041894,318.5063804,-273.3108805,454.0091753,-322.8162155,290.3576561,-340.9925148
472.3552889,-271.4681015,424.6977366,-214.9069445,317.1206437,-274.0168631,455.5777101,-322.8295645,289.833842,-342.4953604
470.7782922,-271.1361923,424.5362183,-213.3959221,315.826449,-274.8792641,457.139748,-322.6864255,289.318815,-344.0012401
469.1716719,-271.0097624,424.4665174,-211.8778904,314.6407859,-275.8856742,458.6757542,-322.3683682,288.8060547,-345.5078937
467.5602179,-271.0314184,424.4851872,-210.3583744,313.5856571,-277.0281869,460.1655293,-321.8773623,288.2854352,-347.0118504
465.9513379,-271.124801,424.5950335,-208.8427202,312.6873328,-278.2976867,461.5942312,-321.2297959,287.7446248,-348.5086632
464.3419976,-271.2098353,424.8044835,-207.3375966,311.9714449,-279.6783142,462.9533523,-320.4466537,287.1745762,-349.9945796
462.7304,-271.2069276,425.1238623,-205.8519133,311.4585104,-281.1464931,464.2382591,-319.5469176,286.5807004,-351.4711395
461.1281784,-271.0332324,425.560621,-204.3964081,311.1635312,-282.6734667,465.4463739,-318.5464319,285.9974867,-352.951994
459.5748487,-270.6038911,426.1158205,-202.9818363,311.09854,-284.2273078,466.5765127,-317.4586278,285.5005624,-354.4640467
458.1500956,-269.8509079,426.7835634,-201.6167756,311.2731427,-285.7726624,467.6255558,-316.2924111,285.2079173,-356.0284712
456.9667813,-268.7570818,427.5536344,-200.3067112,311.6896101,-287.2710357,468.5791851,-315.0469412,285.2584705,-357.6190807
456.1312823,-267.379167,428.4155411,-199.055156,312.3349083,-288.6860135,469.398872,-313.7094859,285.7592178,-359.1295271
455.6879321,-265.8298197,429.3604587,-197.8650367,313.1766361,-289.9937322,470.0130737,-312.2661018,286.7210646,-360.3971847
455.5899579,-264.2211373,430.3779162,-196.7363197,314.1679536,-291.1920598,470.3240436,-310.7286937,288.0385313,-361.2898089
455.7215882,-262.6148529,431.4472856,-195.6566383,315.2595649,-292.2997985,470.2395594,-309.1625188,289.5487522,-361.7923896
455.9506657,-261.0196409,432.5277519,-194.587969,316.4122798,-293.3437855,469.7218703,-307.6819948,291.1244211,-362.0179627
456.1730278,-259.423509,433.5496678,-193.4631396,317.6056071,-294.3410979,468.8201708,-306.3985826,292.7115518,-362.1358091
456.3301023,-257.8196173,434.4090584,-192.2098733,318.8406498,-295.2862814,467.6533774,-305.3500493,294.2962777,-362.2817968
456.4030311,-256.209694,434.9770628,-190.8005607,320.1348469,-296.1486831,466.3552112,-304.4692315,295.8713217,-362.5102963
456.3955442,-254.5981378,435.1416608,-189.2900929,321.5072606,-296.8801532,465.0347574,-303.6225187,297.4360325,-362.8013427
456.318662,-252.988401,434.8678905,-187.7954774,322.960985,-297.4325584,463.7764457,-302.686116,298.998688,-363.102978
456.1836225,-251.3824968,434.2247923,-186.418562,324.4763616,-297.7820483,462.6449689,-301.5997947,300.566332,-363.377517
456.0004683,-249.7813655,433.3489751,-185.1764825,326.0225606,-297.9493018,461.6724278,-300.3690641,302.1378758,-363.6290098
455.7767098,-248.1854021,432.3802668,-184.005614,327.5769357,-298.0016454,460.8496656,-299.033522,303.7053498,-363.9047762
455.5145967,-246.595288,431.420548,-182.8274827,329.1318339,-298.0327863,460.139723,-297.6347581,305.2525914,-364.2775999
455.210581,-245.0126536,430.519537,-181.6037852,330.683932,-298.1302953,459.5030319,-296.2011808,306.7483775,-364.8211972
454.8600271,-243.4396747,429.6750596,-180.3403721,332.2239189,-298.3470774,458.9157147,-294.7466784,308.1429594,-365.5879605
